@W: FA406 |Environment variable QUARTUS_ROOTDIR not set. Cannot determine PAR version.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][3] because it is equivalent to instance STREAMER0.instruction_out[8][15]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][16] because it is equivalent to instance STREAMER0.instruction_out[8][12]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][15] because it is equivalent to instance STREAMER0.instruction_out[8][6]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][12] because it is equivalent to instance STREAMER0.instruction_out[8][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][6] because it is equivalent to instance STREAMER0.instruction_out[8][3]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][5] because it is equivalent to instance STREAMER0.instruction_out[8][2]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][3] because it is equivalent to instance STREAMER0.instruction_out[7][6]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][2] because it is equivalent to instance STREAMER0.instruction_out[7][14]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][6] because it is equivalent to instance STREAMER0.instruction_out[6][14]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][12] because it is equivalent to instance STREAMER0.instruction_out[15][31]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][31] because it is equivalent to instance STREAMER0.instruction_out[15][28]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][30] because it is equivalent to instance STREAMER0.instruction_out[15][28]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][29] because it is equivalent to instance STREAMER0.instruction_out[15][27]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][28] because it is equivalent to instance STREAMER0.instruction_out[15][26]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][27] because it is equivalent to instance STREAMER0.instruction_out[15][25]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][26] because it is equivalent to instance STREAMER0.instruction_out[15][24]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][25] because it is equivalent to instance STREAMER0.instruction_out[15][23]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][24] because it is equivalent to instance STREAMER0.instruction_out[15][22]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][23] because it is equivalent to instance STREAMER0.instruction_out[15][21]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][22] because it is equivalent to instance STREAMER0.instruction_out[15][20]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][21] because it is equivalent to instance STREAMER0.instruction_out[15][19]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][20] because it is equivalent to instance STREAMER0.instruction_out[15][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][19] because it is equivalent to instance STREAMER0.instruction_out[15][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][18] because it is equivalent to instance STREAMER0.instruction_out[15][16]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][17] because it is equivalent to instance STREAMER0.instruction_out[15][11]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][16] because it is equivalent to instance STREAMER0.instruction_out[7][31]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][11] because it is equivalent to instance STREAMER0.instruction_out[7][31]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][0] because it is equivalent to instance STREAMER0.instruction_out[7][11]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][31] because it is equivalent to instance STREAMER0.instruction_out[7][30]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][30] because it is equivalent to instance STREAMER0.instruction_out[7][28]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][29] because it is equivalent to instance STREAMER0.instruction_out[7][27]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][28] because it is equivalent to instance STREAMER0.instruction_out[7][26]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][27] because it is equivalent to instance STREAMER0.instruction_out[7][25]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][26] because it is equivalent to instance STREAMER0.instruction_out[7][24]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][25] because it is equivalent to instance STREAMER0.instruction_out[7][23]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][24] because it is equivalent to instance STREAMER0.instruction_out[7][22]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][23] because it is equivalent to instance STREAMER0.instruction_out[7][21]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][22] because it is equivalent to instance STREAMER0.instruction_out[7][20]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][21] because it is equivalent to instance STREAMER0.instruction_out[7][19]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][20] because it is equivalent to instance STREAMER0.instruction_out[7][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][19] because it is equivalent to instance STREAMER0.instruction_out[7][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][3] because it is equivalent to instance STREAMER0.instruction_out[6][13]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][3] because it is equivalent to instance STREAMER0.instruction_out[9][13]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][6] because it is equivalent to instance STREAMER0.instruction_out[9][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][14] because it is equivalent to instance STREAMER0.instruction_out[11][16]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][2] because it is equivalent to instance STREAMER0.instruction_out[11][16]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][3] because it is equivalent to instance STREAMER0.instruction_out[12][13]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][6] because it is equivalent to instance STREAMER0.instruction_out[12][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][15] because it is equivalent to instance STREAMER0.instruction_out[13][10]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][9] because it is equivalent to instance STREAMER0.instruction_out[13][10]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[14][16] because it is equivalent to instance STREAMER0.instruction_out[12][14]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][2] because it is equivalent to instance STREAMER0.instruction_out[12][14]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][3] because it is equivalent to instance STREAMER0.instruction_out[15][14]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][2] because it is equivalent to instance STREAMER0.instruction_out[6][14]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][4] because it is equivalent to instance STREAMER0.instruction_out[15][7]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][7] because it is equivalent to instance STREAMER0.instruction_out[16][8]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][18] because it is equivalent to instance STREAMER0.instruction_out[7][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/shader/shader.sv":91:4:91:9|Removing sequential instance SHADE0.pixel[0][2] because it is equivalent to instance SHADE0.pixel[0][1]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][10] because it is equivalent to instance STREAMER0.instruction_out[6][4]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[14][19] because it is equivalent to instance STREAMER0.instruction_out[14][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][3] because it is equivalent to instance STREAMER0.instruction_out[7][1]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[14][10] because it is equivalent to instance STREAMER0.instruction_out[14][7]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][1] because it is equivalent to instance STREAMER0.instruction_out[6][8]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][10] because it is equivalent to instance STREAMER0.instruction_out[7][2]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][4] because it is equivalent to instance STREAMER0.instruction_out[17][2]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][10] because it is equivalent to instance STREAMER0.instruction_out[15][8]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][11] because it is equivalent to instance STREAMER0.instruction_out[6][10]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][18] because it is equivalent to instance STREAMER0.instruction_out[10][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][10] because it is equivalent to instance STREAMER0.instruction_out[9][4]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][19] because it is equivalent to instance STREAMER0.instruction_out[11][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][4] because it is equivalent to instance STREAMER0.instruction_out[9][8]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[8][19] because it is equivalent to instance STREAMER0.instruction_out[8][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[14][4] because it is equivalent to instance STREAMER0.instruction_out[12][8]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][10] because it is equivalent to instance STREAMER0.instruction_out[11][7]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][6] because it is equivalent to instance STREAMER0.instruction_out[17][3]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][11] because it is equivalent to instance STREAMER0.instruction_out[9][10]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][18] because it is equivalent to instance STREAMER0.instruction_out[9][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][7] because it is equivalent to instance STREAMER0.instruction_out[13][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][7] because it is equivalent to instance STREAMER0.instruction_out[10][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][18] because it is equivalent to instance STREAMER0.instruction_out[12][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][14] because it is equivalent to instance STREAMER0.instruction_out[6][14]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[7][16] because it is equivalent to instance STREAMER0.instruction_out[6][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][11] because it is equivalent to instance STREAMER0.instruction_out[12][10]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][18] because it is equivalent to instance STREAMER0.instruction_out[13][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][18] because it is equivalent to instance STREAMER0.instruction_out[6][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][7] because it is equivalent to instance STREAMER0.instruction_out[17][1]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: MT420 |Found inferred clock ray_tracer_top|clock with period 5.56ns. Please declare a user-defined clock on port clock.
